Vehicle_Name,Type,Manufacturer,Model,Country,Introduced_Year,0-100_kph_(s),100-0_(m),Top_Speed_(kph),Curb_Weight_(kg),Wheelbase_(m),Length_(m),Width_(m),Height_(m),Engine,Displacement_(l),Power_(ps),Torque_(Nm),Engine_Layout,Wheel_Drive,Class,Trasmission_Name,Trasmission_Type,N_Trasmission
Alpina B6 Biturbo Gran Coupe,Car,Alpina,B6 Biturbo Gran Coupe,Germany,2015.0,3.6,34.0,324.0,,,,,,V8 twin turbo,4.4,600.0,800.0,Front,All,4-door saloon,8 speed automatic,Automatic,8.0
Alpina B6 S,Car,Alpina,B6 S,Germany,2008.0,4.4,,318.0,1818.5,,,,,V8 90° 32V 9.0:1 charger,4.4,530.0,725.0,Front,Rear,Coupe,Other,Other,
Alpina B7 Biturbo (G12),Car,Alpina,B7 Biturbo (G12),Germany,,3.6,34.0,330.0,2129.0,,,,,"V8, biturbo",4.4,608.0,800.0,Front,All,4-door saloon,8 speed automatic (ZF Switchtronic),Automatic,8.0
Alpina B7 Turbo Coupe,Car,Alpina,B7 Turbo Coupe,Germany,,5.8,,272.0,,,,,,Inline 6,3.4,330.0,512.0,Front,Rear,Coupe,5 speed manual,Manual,5.0
Alpina B8 Gran Coupe,Car,Alpina,B8 Gran Coupe,Germany,2021.0,3.2,32.0,324.0,2124.5,,,,,V8 Biturbo,4.4,621.0,800.0,Front,All,4-door saloon,8 speed automatic,Automatic,8.0
Alpina D3 Biturbo,Car,Alpina,D3 Biturbo,Germany,2008.0,6.9,,244.0,1480.0,,,,,inline 4 Twin turbo diesel,2.0,213.0,450.0,Front,Rear,4-door saloon,6 speed manual,Manual,6.0
Alpina D3 Biturbo Touring,Car,Alpina,D3 Biturbo Touring (F31),Germany,2013.0,,,,,,,,,Inline 6 turbo diesel,3.0,350.0,700.0,Front,Rear,Estate/wagon,8 speed automatic,Automatic,8.0
Alpina Roadster V8,Car,Alpina,Roadster V8,Germany,2002.0,4.8,,259.0,1619.0,,,,,V-8,4.8,381.0,520.0,Front,Rear,Convertible,5,Other,5.0
Alpina Z4 Roadster S,Car,Alpina,Z4 Roadster S,Germany,2003.0,5.0,,265.0,1416.0,,,,,inline 6 24V DOHC,3.4,300.0,362.0,Front,Rear,Convertible,6 Speed Manual,Manual,6.0
Alpine A110 (Mk II),Car,Alpine,A110 (Mk II),France,2017.0,4.5,31.0,255.0,1111.5,,,,,Inline 4 turbo,1.8,252.0,320.0,Rear,Rear,Coupe,7 speed dual clutch automatic,Dual-Clutch,7.0
Alpine A110 S (Mk II 292 PS),Car,Alpine,A110 S (Mk II 292 PS),France,2020.0,4.3,32.0,263.0,1164.5,,,,,Inline 4 turbo,1.8,292.0,320.0,Rear,Rear,Coupe,7 speed dual clutch automatic,Dual-Clutch,7.0
Alpine A110 S (Mk II 300 PS),Car,Alpine,A110 S (Mk II 300 PS),France,2022.0,4.1,33.0,275.0,1134.0,,,,,Inline 4 16 valve DOCH turbo,1.8,300.0,340.0,Middle,Rear,Coupe,7 speed dual clutch automatic,Dual-Clutch,7.0
Alpine A210,Car,Alpine,A210,France,1966.0,,,,,,,,,Inline 4,1.3,135.0,,Middle,Rear,Coupe,5 speed manual,Manual,5.0
Alpine A220,Car,Alpine,A220,France,,,,,866.0,,,,,Renault-Gordini 3.0L V8,3.0,310.0,,Middle,Rear,Coupe,5-speed Manual,Manual,5.0
Alpine A521,Car,Alpine,A521,France,,,,,,,,,,Renault V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Alpine A522,Car,Alpine,A522,France,,,,,,,,,,Renault V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Alpine M63,Car,Alpine,M63,France,1963.0,,,,,,,,,Inline 4,1.0,98.0,,Middle,Rear,Coupe,5 speed manual,Manual,5.0
Alpine M64,Car,Alpine,M64,France,1964.0,,,,,,,,,Inline 4,1.1,115.0,,Front,Rear,Coupe,4 speed manual,Manual,4.0
Alpine M65,Car,Alpine,M65,France,1965.0,,,,,,,,,Inline 4,1.3,,,Middle,Rear,Coupe,5 speed manual,Manual,5.0
Ardex S80,Car,Ardex,S80,France,,,,,991.0,,,,,BMW M88 3.5L S6,3.5,470.0,,Middle,Rear,Coupe,Hewland 5-speed Manual,Manual,5.0
Ariel Atom,Car,Ariel,Atom,United Kingdom,,2.8,,,500.0,,,,,"Honda iVTEC 4cyl, 16v supercharged",2.0,303.0,,Middle,Rear,Open-wheeler,5,Other,5.0
Ariel Atom 2,Car,Ariel,Atom 2,United Kingdom,2005.0,4.2,,248.0,564.5,,,,,"inline 4 Honda iVTEC. Aluminum alloy block, cylinder head, sump. Chain",2.0,245.0,196.0,Middle,Rear,Open-wheeler,6 speed manual,Manual,6.0
Ariel Atom 3 (300 PS),Car,Ariel,Atom 3 (300 PS),United Kingdom,2008.0,2.7,,249.0,531.0,,,,,R4 Turbo,2.0,300.0,,Rear,Rear,Open-wheeler,6 speed manual,Manual,6.0
Ariel Atom 3.5 (314 PS),Car,Ariel,Atom 3.5 (314 PS),United Kingdom,2010.0,,,,,,,,,Inline 4 supercharged 16 valve DOHC,2.0,314.0,229.0,Middle,Rear,Open-wheeler,6 speed manual,Manual,6.0
Ariel Atom 3.5R,Car,Ariel,Atom 3.5R,United Kingdom,2013.0,,,250.0,550.0,,,,,In-line 4 Supercharged,2.0,355.0,329.0,Front,Rear,Open-wheeler,"6 speed manual, 6 speed sequential",Manual,6.0
Ariel Atom 4 (324 PS),Car,Ariel,Atom 4 (324 PS),United Kingdom,2019.0,,,,595.0,,,,,"Inline 4, 16 valve turbo",2.0,324.0,420.0,Middle,Rear,Open-wheeler,6 speed manual,Manual,6.0
Ariel Atom 4 (355 PS),Car,Ariel,Atom 4 (355 PS),United Kingdom,2019.0,,,,,,,,,Inline 4 16 valve DOHC turbo,2.0,355.0,,Middle,Rear,Open-wheeler,6 speed manual,Manual,6.0
Ariel Atom 500 V8,Car,Ariel,Atom 500 V8,United Kingdom,2010.0,2.3,,275.0,550.0,,,,,32-valve V8,3.0,481.0,362.0,Middle,Rear,Open-wheeler,6 speed Sadev sequential,Sequential,6.0
Ariel Atom Cup 245,Car,Ariel,Atom Cup 245,,,,,234.0,520.0,,,,,,2.0,248.0,267.0,Rear,Rear,Open-wheeler,Manual Honda H6,Other,6.0
Ariel Nomad,Car,Ariel,Nomad,United Kingdom,2015.0,,,202.0,670.0,,,,,Inline 4 cylinder,2.4,238.0,300.0,Rear,Rear,Open-wheeler,6-spd Manual,Manual,6.0
Ariel Nomad Supercharged,Car,Ariel,Nomad Supercharged,United Kingdom,2015.0,,,,690.0,,,,,"Inline 4, supercharged",2.3,294.0,340.0,Middle,Rear,Open-wheeler,6 speed manual,Manual,6.0
Artega GT,Car,Artega,GT,Germany,2009.0,4.3,32.0,273.0,1277.5,,,,,V6 24V n/a,3.6,299.0,350.0,Middle,Rear,Coupe,6 speed DSG,Other,6.0
Arteon Shooting Brake 2.0 TSI,Car,VW,Arteon Shooting Brake 2.0 TSI,Germany,2020.0,5.2,34.0,250.0,1745.5,,,,,Inline 4 turbo,2.0,280.0,400.0,Front,All,Estate/wagon,7 speed Dual clutch,Dual-Clutch,7.0
Ascari A10,Car,Ascari,A10,United Kingdom,2007.0,2.8,,346.0,1285.0,,,,,BMW M5 engine,5.0,634.0,,Middle,Rear,Coupe,6-Speed,Other,6.0
Ascari KZ1,Car,Ascari,KZ1,United Kingdom,2003.0,3.8,,320.0,1350.0,,,,,"V8, 32V, DOHC",5.0,507.0,550.0,Middle,Rear,Coupe,6,Other,6.0
Aston Martin AM 310 Vanquish,Car,Aston Martin,AM 310 Vanquish,,2012.0,4.1,,295.0,1739.0,2.74,4.72,,1.29,"V12, 48v",6.0,573.0,620.0,Front,Rear,Coupe,8 speed auto,Other,8.0
Aston Martin AMR1,Car,Aston Martin,AMR1,United Kingdom,,,,,928.0,,,,,Aston Martin/Callaway RDP87 6.0L V8,6.0,700.0,,Middle,Rear,Coupe,5-speed Manual,Manual,5.0
Aston Martin AMR21,Car,Aston Martin,AMR21,United Kingdom,,,,,,,,,,Mercedes V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Aston Martin AMR22,Car,Aston Martin,AMR22,United Kingdom,,,,,,,,,,Mercedes V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Aston Martin DB11,Car,Aston Martin,DB11,United Kingdom,2016.0,3.9,33.0,322.0,1902.5,2.81,4.74,,1.28,twin-turbo V12,5.2,608.0,700.0,Front,Rear,Coupe,8-speed auto ZF,Other,8.0
Aston Martin DB11 AMR ,Car,Aston Martin,DB11 AMR,United Kingdom,2018.0,3.7,33.0,335.0,1899.0,,,,,twin-turbocharged V-12,5.2,639.0,700.0,Front,Rear,Coupe,8 speed automatic,Automatic,8.0
Aston Martin DB11 V8,Car,Aston Martin,DB11 V8,United Kingdom,2017.0,4.0,34.0,302.0,1837.5,,,,,"V8, biturbo, DI, DOHC, 32 valves, DVVT",4.0,510.0,675.0,Front,Rear,Coupe,8 speed automatic,Automatic,8.0
Aston Martin DB4 Zagato,Car,Aston Martin,DB4 Zagato,United Kingdom,1960.0,9.4,,245.0,1150.0,,,,,,3.7,314.0,377.0,Front,Rear,Coupe,David Brown 4 speed manual,Manual,4.0
Aston Martin DB5,Car,Aston Martin,DB5,United Kingdom,1963.0,8.1,,230.0,1565.0,,,,,r6,4.0,282.0,390.0,Front,Rear,Coupe,5 speed manual,Manual,5.0
Aston Martin DB7,Car,Aston Martin,DB7,United Kingdom,1994.0,5.7,38.0,269.0,1765.0,,,,,"Inline 6, Supercharged, 24v",3.2,340.0,490.0,Front,Rear,Coupe,5,Other,5.0
Aston Martin DB7 GT,Car,Aston Martin,DB7 GT,United Kingdom,2003.0,5.0,,298.0,1780.0,,,,,V12,6.0,435.0,556.0,Front,Rear,Coupe,6,Other,6.0
Aston Martin DB9,Car,Aston Martin,DB9,United Kingdom,2004.0,4.7,,309.0,1773.5,,,,,V12,6.0,450.0,570.0,Front,Rear,Coupe,6 speed,Other,6.0
Aston Martin DBR 1 3.0,Car,Aston Martin,DBR 1 3.0,United Kingdom,,,,,,,,,,Inline 6,3.0,,,Front,Rear,Convertible,4 speed manual,Manual,4.0
Aston Martin DBS,Car,Aston Martin,DBS,United Kingdom,2007.0,4.3,,309.0,1743.0,,,,,V12 4valve each cyl,6.0,517.0,570.0,Front,Rear,Coupe,6-Speed stick shift limited slip dif at rear axle,Other,6.0
Aston Martin DBS Superleggera ,Car,Aston Martin,DBS Superleggera,United Kingdom,2018.0,3.4,34.0,340.0,1800.0,2.81,4.71,1.97,1.28,"48 valve, twin-turbo, V12",5.2,725.0,900.0,Front,Rear,Coupe,Rear mid-mounted ZF 8-speed automatic,Automatic,8.0
Aston Martin DBS Volante,Car,Aston Martin,DBS Volante,United Kingdom,2010.0,4.3,38.0,308.0,1835.0,,,,,V12,6.0,517.0,570.0,Front,Rear,Convertible,6,Other,6.0
Aston Martin DBX,Car,Aston Martin,DBX,United Kingdom,2020.0,4.3,33.0,296.0,2339.0,,,,,V8 Twin Turbo,4.0,550.0,700.0,Front,All,SUV/truck,9 speed automatic,Automatic,9.0
Aston Martin DBX 707,Car,Aston Martin,DBX 707,United Kingdom,2022.0,3.5,34.0,311.0,2304.0,3.06,5.04,2.22,1.68,Twin turbo V8,4.0,707.0,900.0,Front,All,SUV/truck,9 speed automatic,Automatic,9.0
Aston Martin DP 212,Car,Aston Martin,DP 212,United Kingdom,1962.0,,,,,,,,,Inline 6,4.0,335.0,389.0,Front,Rear,Coupe,5 speed manual,Manual,5.0
Aston Martin DP 214,Car,Aston Martin,DP 214,United Kingdom,1963.0,,,,,,,,,V12,3.8,,,Front,Rear,Coupe,4 speed manual,Manual,4.0
Aston Martin DP 215,Car,Aston Martin,DP 215,United Kingdom,1963.0,,,,,,,,,Inline 6,4.0,327.0,,Front,Rear,Coupe,5 speed manual,Manual,5.0
Aston Martin One-77,Car,Aston Martin,One-77,United Kingdom,2009.0,,,355.0,1500.0,,,,,Naturally Aspirated V12,7.3,760.0,750.0,Front,Rear,Coupe,6-Speed Manaual,Other,6.0
Aston Martin Rapide,Car,Aston Martin,Rapide,United Kingdom,2010.0,4.8,36.0,296.0,2016.0,2.99,5.02,1.93,1.36,V12,6.0,476.0,600.0,Front,Rear,4-door saloon,6 speed automatic,Automatic,6.0
Aston Martin Rapide S,Car,Aston Martin,Rapide S,United Kingdom,2013.0,4.9,,306.0,1990.0,2.99,5.02,2.14,1.35,"AM 11 V12, n/a, QOHC, 48v",5.9,558.0,620.0,Front,Rear,Coupe,"6 speed Touchtronic 2, 8 speed automatic",Automatic,6.0
Aston Martin V12 Vanquish,Car,Aston Martin,V12 Vanquish,United Kingdom,2001.0,4.9,36.0,316.0,1872.5,,,,,"V-12, 48v",5.9,460.0,542.0,Front,Rear,Coupe,6,Other,6.0
Aston Martin V12 Vantage,Car,Aston Martin,V12 Vantage (Mk I),United Kingdom,2009.0,4.2,,306.0,1701.5,,,,,48 valve V12,6.0,517.0,570.0,Front,Rear,Coupe,6 speed manual,Manual,6.0
Aston Martin V12 Vantage S,Car,Aston Martin,V12 Vantage S (Mk I),United Kingdom,2013.0,4.0,32.0,330.0,1679.5,2.6,4.38,2.02,1.25,"AM28 n/a 60º V12, DOHC, 48v",5.9,573.0,620.0,Front,Rear,Coupe,Sportshift III 7 speed sequential,Sequential,7.0
Aston Martin V8 Vantage,Car,Aston Martin,V8 Vantage (Mk I 426 PS),United Kingdom,2008.0,4.5,,290.0,1632.5,,,,,V8,4.8,426.0,470.0,Front,Rear,Coupe,6 speed manual,Manual,6.0
Aston Martin V8 Vantage N24,Car,Aston Martin,V8 Vantage N24 (Mk I),United Kingdom,2006.0,4.2,,300.0,1330.0,,,,,V8,4.3,415.0,425.0,Front,Rear,Coupe,6-speed,Other,6.0
Aston Martin V8 Vantage N420,Car,Aston Martin,V8 Vantage N420 (Mk I),United Kingdom,2011.0,4.3,,302.0,1602.0,,,,,Naturally Aspirated V8,4.7,426.0,472.0,Front,Rear,Coupe,6-Speed,Other,6.0
Aston Martin V8 Vantage N430,Car,Aston Martin,V8 Vantage N430 (Mk I),United Kingdom,2014.0,,,,1610.0,2.6,4.38,2.02,1.26,"90º V8  4 valves / cylinder, DOHC",4.7,436.0,490.0,Front,Rear,Coupe,Sportshift II 7 speed Automatic,Automatic,7.0
Aston Martin V8 Vantage S,Car,Aston Martin,V8 Vantage S (Mk I),United Kingdom,2011.0,4.8,,305.0,1629.0,,4.38,1.87,1.26,"V8, n/a, 32 valves, DOHC",4.7,436.0,490.0,Front,Rear,Coupe,7 speed automatic (Sportshift II),Automatic,7.0
Aston Martin V8 Vantage S/C,Car,Aston Martin,V8 Vantage S/C,United Kingdom,2000.0,4.2,42.0,323.0,2030.0,,,,,V8,5.3,550.0,752.0,Front,Rear,Coupe,6,Other,6.0
Aston Martin Vanquish S,Car,Aston Martin,Vanquish S,United Kingdom,2016.0,4.1,34.0,323.0,1763.5,,,,,"V12, n/a, DOHC, 48 valves",5.9,603.0,630.0,Front,Rear,Coupe,8 speed automatic,Automatic,8.0
Aston Martin Vantage  (Mk II),Car,Aston Martin,Vantage  (Mk II),United Kingdom,2018.0,3.6,31.0,314.0,1727.5,,,,,V8 DOHC Twin Turbo,4.0,510.0,696.0,Front,Rear,Coupe,8-speed ZF automatic,Automatic,8.0
Aston Martin Vantage AMR,Car,Aston Martin,Vantage AMR (Mk II),United Kingdom,2019.0,4.0,32.0,314.0,1572.5,,,,,V8 Twin Turbo,4.0,510.0,625.0,Front,Rear,Coupe,7 speed manual,Manual,7.0
Aston Martin Vantage GT12,Car,Aston Martin,Vantage GT12 (Mk I),United Kingdom,2015.0,,,,1565.0,,,,,V12,5.9,600.0,,Front,Rear,Coupe,7-Speed Manual Transaxle,Manual,7.0
Aston Martin Vantage GT8,Car,Aston Martin,Vantage GT8 (Mk I),United Kingdom,2016.0,4.0,34.0,306.0,1540.5,2.6,4.38,1.86,1.26,N/A V8 DOHC,4.7,446.0,489.0,Front,Rear,Coupe,"7 speed auto, 6 speed manual",Manual,7.0
Aston Martin Vantage Roadster,Car,Aston Martin,Vantage Roadster (Mk II),United Kingdom,2020.0,4.1,32.0,305.0,1729.5,2.7,4.46,1.94,1.27,V8 twin turbo 32 valve DOHC,4.0,510.0,696.0,Front,Rear,Convertible,8 speed automatic (ZF),Automatic,8.0
Aston Martin Virage,Car,Aston Martin,Virage,United Kingdom,2011.0,4.8,,295.0,1796.0,2.74,4.72,1.91,1.28,"V12, n/a, 48 valves, DOHC",5.9,496.0,570.0,Front,Rear,Coupe,6 speed automatic,Automatic,6.0
Aston Martin-Nimrod NRA/C2B,Car,Aston Martin-Nimrod,NRA/C2B,United Kingdom,,,,343.0,987.0,,,,,Aston Martin Tickford 5.3L V8,5.3,580.0,,Middle,Rear,Coupe,Hewland DG300 5-speed Manual,Manual,5.0
Audi 100 S (Mk I 90 PS),Car,Audi,100 S (Mk I 90 PS),Germany,,13.2,,165.0,1105.0,,,,,Inline 4,1.8,90.0,142.0,Front,Front,4-door saloon,4 speed manual,Manual,4.0
Audi 200 Turbo,Car,Audi,200 Turbo,Germany,,8.9,,231.0,,,,,,Inline 5,2.1,182.0,255.0,Front,Front,4-door saloon,5 speed manual,Manual,5.0
Audi 80 1.3 C/CL/GL (B2 60 PS),Car,Audi,80 1.3 C/CL/GL (B2 60 PS),Germany,1983.0,,,148.0,,,,,,Inline 4,1.3,60.0,100.0,Front,Front,4-door saloon,4 speed manual,Manual,4.0
Audi 80 1.8E,Car,Audi,80 1.8E,Germany,1986.0,9.6,,195.0,1070.0,,,,,Inline-4,1.8,111.0,160.0,Front,Front,4-door saloon,5-Speed Manual,Manual,5.0
Audi 80 2.2 Quattro,Car,Audi,80 2.2 Quattro,Germany,,,,189.0,,,,,,Inline 5,2.1,136.0,176.0,Front,All,4-door saloon,5 speed manual,Manual,5.0
Audi 80 GL,Car,Audi,80 GL,Germany,,11.2,,177.0,,,,,,Inline 4,1.8,90.0,145.0,Front,Front,4-door saloon,Other,Other,
Audi A1 1.4 TFSI,Car,Audi,A1 1.4 TFSI,Germany,2010.0,8.6,41.0,208.0,1045.0,,,,,inline-4 turbo,1.4,122.0,200.0,Front,Front,Compact,Other,Other,
Audi A1 1.4 TFSI (136 KW),Car,Audi,A1 1.4 TFSI (136 KW),Germany,2010.0,6.5,,227.0,,,,,,4,1.4,185.0,250.0,Front,Front,Compact,7,Other,7.0
Audi A1 40 TFSI (Mk II),Car,Audi,A1 40 TFSI (Mk II),Germany,2018.0,6.2,33.0,235.0,1306.5,,,,,Inline 4 turbo,2.0,200.0,320.0,Front,Front,Compact,7 speed dual clutch automatic,Dual-Clutch,7.0
Audi A2 1.4,Car,Audi,A2 1.4,Germany,2000.0,12.2,40.0,175.0,963.5,,,,,4 cyl 8 valve,1.4,75.0,126.0,Front,Front,Compact,5,Other,5.0
Audi A3 1.8 TFSI,Car,Audi,A3 1.8 TFSI,Germany,2007.0,7.5,,220.0,1305.0,,,,,4cyl Turbo direct injection,1.8,160.0,250.0,Front,Front,Compact,6 speed stick shift,Other,6.0
Audi A3 1.8 TFSI (8V),Car,Audi,A3 1.8 TFSI (8V),Germany,2012.0,7.1,36.0,232.0,1287.5,2.6,4.24,1.78,1.42,"inline 4, 16V, Turbo, direct injection",1.8,180.0,250.0,Front,Front,Compact,Other,Other,
Audi A3 1.8T (8L),Car,Audi,A3 1.8T (8L),Germany,1996.0,8.2,,217.0,1145.0,,,,,"Inline 4, Turbocharged, 20v",1.8,150.0,210.0,Front,Front,Compact,5,Other,5.0
Audi A3 2.0 TFSI (8P),Car,Audi,A3 2.0 TFSI (8P),Germany,2003.0,6.9,36.0,236.0,1438.0,,,,,4cyl Turbo FSI,2.0,200.0,280.0,Front,Front,Compact,6,Other,6.0
Audi A3 3.2 quattro (8P),Car,Audi,A3 3.2 quattro (8P),Germany,2003.0,6.5,37.0,250.0,1564.5,,,,,"V6, 24v",3.2,250.0,320.0,Front,All,Compact,6,Other,6.0
Audi A3 Sportback 2.0 TDI,Car,Audi,A3 Sportback 2.0 TDI,Germany,2006.0,7.7,,224.0,1355.0,,,,,4 cyl turbo diesel DOHC 16V,2.0,170.0,350.0,Front,Front,Estate/wagon,Other,Other,
Audi A4 1.8T (B5),Car,Audi,A4 1.8T (B5),Germany,1995.0,8.3,,222.0,1305.0,,,,,"Inline 4, Turbocharged, 20v",1.8,150.0,210.0,Front,Front,4-door saloon,5,Other,5.0
Audi A4 1.8T (B6),Car,Audi,A4 1.8T (B6),Germany,2001.0,8.2,,237.0,1395.0,,,,,1.8T inline4 20V Turbo,1.8,190.0,240.0,Front,Front,4-door saloon,6 speed manual,Manual,6.0
Audi A4 2.0 TDI,Car,Audi,A4 2.0 TDI,Germany,2007.0,9.4,,215.0,1460.0,,,,,"Inline 4, Turbocharged, Diesel",2.0,143.0,320.0,Front,Front,4-door saloon,6,Other,6.0
Audi A4 2.0 TFSI quattro (B9),Car,Audi,A4 2.0 TFSI quattro (B9),Germany,2015.0,,,,1660.0,,,,,inline 4  16VTurbo,2.0,252.0,370.0,Front,All,4-door saloon,7 speed S-tronic,Other,7.0
Audi A4 3.0 TDI quattro (B7),Car,Audi,A4 3.0 TDI quattro (B7),Germany,2004.0,7.2,,235.0,1610.0,,,,,"V6, Turbocharged, Diesel",3.0,204.0,450.0,Front,All,4-door saloon,6,Other,6.0
Audi A4 Allroad 3.0 TDI (B8),Car,Audi,A4 Allroad 3.0 TDI (B8),Germany,2009.0,7.0,,242.0,1765.0,,,,,V6 24V DOHC biturbo,3.0,240.0,500.0,Front,Rear,Estate/wagon,7speed S tronic,Other,7.0
Audi A4 Avant 2.0 TFSI ultra,Car,Audi,A4 Avant 2.0 TFSI ultra,Germany,2018.0,7.5,34.0,238.0,1586.5,,,,,Inline 4 turbo,2.0,190.0,320.0,Front,Front,Estate/wagon,7 speed Dual clutch,Dual-Clutch,7.0
Audi A4 Avant 3.0 TDI quattro,Car,Audi,A4 Avant 3.0 TDI quattro (B8),Germany,2008.0,6.0,,250.0,1740.0,,,,,V6 24V turbo TDI,3.0,239.0,500.0,Front,All,Estate/wagon,6 speed automatic,Automatic,6.0
Audi A5 2.0T FSI quattro (8T3),Car,Audi,A5 2.0T FSI quattro (8T3),Germany,2010.0,6.5,,245.0,1550.0,,,,,inline4 16V DOHC Turbo direct injection,2.0,211.0,350.0,Front,All,Coupe,7speed dual clutch,Dual-Clutch,7.0
Audi A5 3.0 TDI quattro (8T3),Car,Audi,A5 3.0 TDI quattro (8T3),Germany,2007.0,5.9,,250.0,1610.0,,,,,"V6, Twin Turbo, Diesel",3.0,239.0,500.0,Front,All,Coupe,6,Other,6.0
Audi A5 Cabriolet 3.0 TDI,Car,Audi,A5 Cabriolet 3.0 TDI (8F7),Germany,2009.0,6.4,,247.0,1860.0,,,,,V6 24V DOHC turbo diesel,3.0,240.0,500.0,Front,All,Convertible,7speed S tronic,Other,7.0
Audi A5 Sportback 2.0 TDI (9T),Car,Audi,A5 Sportback 2.0 TDI (9T),Germany,2016.0,7.2,34.0,235.0,1714.5,,,,,Inline 4 turbo diesel,2.0,190.0,400.0,Front,All,4-door saloon,7 speed dual clutch automatic (DSG),Dual-Clutch,7.0
Audi A5 Sportback 2.0 TFSI,Car,Audi,A5 Sportback 2.0 TFSI (9T),Germany,2016.0,5.4,32.0,250.0,1626.5,,,,,Inline 4 turbo,2.0,252.0,370.0,Front,All,4-door saloon,7 speed dual-clutch automatic,Dual-Clutch,7.0
Audi A6 2.5 TDi (C4),Car,Audi,A6 2.5 TDi (C4),Germany,1996.0,9.6,,208.0,1510.0,,4.8,1.78,1.43,Straight 5 10 valve turbo diesel,2.5,140.0,290.0,Front,Front,4-door saloon,6 speed manual,Manual,6.0
Audi A6 3.0 TDI Quattro,Car,Audi,A6 3.0 TDI Quattro (C7 facelift 272 PS),Germany,2015.0,5.3,35.0,250.0,1920.0,,,,,V6 turbo diesel,3.0,272.0,580.0,Front,All,4-door saloon,7 speed dual-clutch automatic,Dual-Clutch,7.0
Audi A6 3.0 TDI Quattro (C7),Car,Audi,A6 3.0 TDI Quattro (C7),Germany,2011.0,5.9,41.0,250.0,1720.0,,,,,V6,3.0,245.0,500.0,Front,All,4-door saloon,7 speed S-tronic,Other,7.0
Audi A6 3.0T quattro tiptronic,Car,Audi,A6 3.0T quattro tiptronic,Germany,2009.0,5.9,,250.0,1710.0,,,,,V6 24V QOHC direct injection charger,3.0,290.0,420.0,Front,All,4-door saloon,6 speed tiptronic,Other,6.0
Audi A6 45 TFSI,Car,Audi,A6 45 TFSI,Germany,,6.8,34.0,250.0,1830.0,,,,,Inline 4 turbo,2.0,245.0,370.0,Front,Front,4-door saloon,7 speed Dual clutch,Dual-Clutch,7.0
Audi A6 55 TFSI (C8),Car,Audi,A6 55 TFSI (C8),Germany,2020.0,5.0,33.0,250.0,1922.0,,,,,V6 Turbo Mild-Hybrid,3.0,340.0,500.0,Front,All,4-door saloon,7 speed Dual clutch,Dual-Clutch,7.0
Audi A6 Avant 3.0 TDI Quattro,Car,Audi,A6 Avant 3.0 TDI Quattro (C7 facelift 272 PS),Germany,2015.0,5.6,34.0,250.0,1898.5,,,,,V6 turbo diesel,3.0,272.0,580.0,Front,All,Estate/wagon,7 speed dual clutch automatic (DSG),Dual-Clutch,7.0
Audi A7 3.0 TDI Quattro,Car,Audi,A7 3.0 TDI Quattro (245 PS),Germany,2010.0,5.8,42.0,250.0,1770.0,,,,,V6 24V DOHC turbo diesel,3.0,245.0,500.0,Front,All,4-door saloon,7 speed S tronic,Other,7.0
Audi A7 55 TFSI,Car,Audi,A7 55 TFSI,Germany,2018.0,5.0,33.0,250.0,1956.5,,,,,V6 Biturbo,3.0,340.0,500.0,Front,All,4-door saloon,7 speed Dual clutch,Dual-Clutch,7.0
Audi Coupe GT 5E,Car,Audi,Coupe GT 5E,Germany,,,,204.0,1050.0,,,,,Inline 5,2.1,130.0,170.0,Front,Front,Coupe,5 speed manual,Manual,5.0
Audi E-Tron 55,Car,Audi,E-Tron 55,Germany,2019.0,5.4,34.0,201.0,2573.0,,,,,Electric,,408.0,664.0,Middle,All,SUV/truck,,Other,
Audi E-Tron GT,Car,Audi,E-Tron GT,Germany,2021.0,4.1,34.0,245.0,2331.5,,,,,E-motors,,530.0,640.0,Middle,All,4-door saloon,,Other,
Audi E-Tron GT RS,Car,Audi,E-Tron GT RS,Germany,2021.0,3.0,33.0,253.0,2358.5,,,,,E-motors,,646.0,830.0,Middle,All,4-door saloon,,Other,
Audi Q3 1.4 TFSI,Car,Audi,Q3 1.4 TFSI (Mk II Brazil),Germany,2018.0,,,,,,,,,Inline 4 turbo,1.4,150.0,250.0,Front,Front,SUV/truck,6 speed automatic,Automatic,6.0
Audi Q3 2.0 TDI Quattro,Car,Audi,Q3 2.0 TDI Quattro (140 PS),Germany,2012.0,9.3,35.0,197.0,1544.5,2.6,4.38,1.83,1.61,inline 4 16V DOHC Turbo diesel,2.0,140.0,320.0,Front,All,SUV/truck,6-Speed Manual,Manual,6.0
Audi Q5 3.0 TDI quattro (8R),Car,Audi,Q5 3.0 TDI quattro (8R),Germany,2008.0,6.9,,225.0,1865.0,,,,,V6 24V DOHC biturbo diesel,3.0,239.0,500.0,Front,All,SUV/truck,7 speed automatic,Automatic,7.0
